,age,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,y
12088,47,married,tertiary,no,1105,no,no,unknown,20,180,6,-1,0,no
12089,53,married,secondary,no,3765,no,no,unknown,20,1094,3,-1,0,yes
12090,41,married,secondary,no,0,no,no,unknown,20,267,2,-1,0,no
12091,39,married,secondary,no,376,no,no,unknown,20,160,3,-1,0,no
12092,42,married,secondary,no,2980,no,no,unknown,20,101,3,-1,0,no
12093,50,married,tertiary,no,536,no,no,unknown,20,75,3,-1,0,no
12094,45,married,secondary,no,0,yes,yes,unknown,20,8,5,-1,0,no
12095,28,single,secondary,no,311,yes,no,unknown,20,23,13,-1,0,no
12096,51,single,secondary,no,2685,no,no,unknown,20,78,2,-1,0,no
12097,23,married,secondary,no,-19,yes,no,unknown,20,13,10,-1,0,no
12098,54,divorced,unknown,no,901,no,no,unknown,20,7,3,-1,0,no
12099,45,married,secondary,no,11285,no,no,unknown,20,13,5,-1,0,no
12100,26,single,secondary,no,715,yes,no,unknown,20,31,10,-1,0,no
12101,38,single,secondary,no,455,yes,no,unknown,20,36,5,-1,0,no
12102,54,married,secondary,no,827,no,yes,unknown,20,294,2,-1,0,no
12103,36,married,primary,no,622,no,no,unknown,20,55,5,-1,0,no
12104,52,married,secondary,no,1860,no,no,unknown,20,496,3,-1,0,no
12105,44,married,tertiary,no,786,yes,no,unknown,20,15,7,-1,0,no
12106,40,married,secondary,no,405,no,no,unknown,20,87,3,-1,0,no
12107,35,single,tertiary,no,996,no,no,unknown,20,17,2,-1,0,no
12108,43,single,secondary,no,2968,no,no,unknown,20,30,4,-1,0,no
12109,52,married,primary,no,1750,no,yes,unknown,20,39,5,-1,0,no
12110,48,divorced,tertiary,no,1401,yes,no,unknown,20,72,3,-1,0,no
12111,50,divorced,secondary,no,4861,no,no,unknown,20,61,3,-1,0,no
12112,49,married,tertiary,no,325,no,no,unknown,20,63,15,-1,0,no
12113,32,married,secondary,no,2526,yes,no,unknown,20,25,8,-1,0,no
12114,37,married,tertiary,yes,-456,yes,yes,unknown,20,42,7,-1,0,no
12115,45,married,secondary,no,845,no,no,unknown,20,76,4,-1,0,no
12116,38,single,secondary,no,1315,no,no,unknown,20,23,12,-1,0,no
12117,46,married,secondary,no,137,no,no,unknown,20,252,3,-1,0,no
12118,60,married,primary,no,703,no,no,unknown,20,24,7,-1,0,no
12119,54,married,primary,no,1033,no,no,unknown,20,152,3,-1,0,no
12120,56,married,secondary,no,3129,no,no,unknown,20,33,6,-1,0,no
12121,45,married,secondary,no,14902,yes,no,unknown,20,31,6,-1,0,no
12122,38,married,secondary,no,3190,yes,no,unknown,20,20,2,-1,0,no
12123,45,single,secondary,no,1515,no,no,unknown,20,14,4,-1,0,no
12124,53,married,tertiary,no,4,no,no,unknown,20,19,6,-1,0,no
12125,38,married,primary,no,1679,yes,no,unknown,20,21,18,-1,0,no
12126,44,married,secondary,no,961,no,no,unknown,20,314,2,-1,0,no
12127,53,married,unknown,no,111,no,no,unknown,20,39,3,-1,0,no
12128,58,married,unknown,no,703,no,no,unknown,20,37,3,-1,0,no
12129,42,married,tertiary,no,0,yes,no,unknown,20,34,3,-1,0,no
12130,50,married,secondary,no,278,no,no,unknown,20,250,3,-1,0,no
12131,36,married,tertiary,no,530,no,no,unknown,20,221,3,-1,0,no
12132,42,married,secondary,no,548,no,no,unknown,20,216,2,-1,0,no
12133,50,married,primary,no,570,no,no,unknown,20,21,3,-1,0,no
12134,41,single,unknown,no,4684,no,no,unknown,20,30,6,-1,0,no
12135,51,married,primary,no,6298,yes,no,unknown,20,14,3,-1,0,no
12136,53,single,tertiary,no,0,no,no,unknown,20,94,7,-1,0,no
12137,45,married,secondary,no,4,yes,no,unknown,20,709,9,-1,0,no
12138,50,married,secondary,no,901,yes,no,unknown,20,8,6,-1,0,no
12139,44,divorced,unknown,no,1823,no,no,unknown,20,43,2,-1,0,no
12140,40,married,tertiary,no,10786,no,no,unknown,20,111,3,-1,0,no
12141,39,divorced,secondary,no,32,no,yes,unknown,20,8,10,-1,0,no
12142,46,married,unknown,no,83,no,no,unknown,20,38,5,-1,0,no
12143,42,married,primary,no,0,no,no,unknown,20,19,2,-1,0,no
12144,35,married,tertiary,no,3083,no,no,unknown,20,274,9,-1,0,no
12145,40,married,secondary,no,1009,yes,yes,unknown,20,1036,5,-1,0,yes
12146,52,married,secondary,no,945,no,no,unknown,20,16,8,-1,0,no
12147,56,married,unknown,no,361,no,no,unknown,20,247,7,-1,0,no
12148,37,divorced,primary,yes,-475,no,no,unknown,20,27,5,-1,0,no
12149,58,married,primary,no,728,no,no,unknown,20,112,4,-1,0,no
12150,44,married,secondary,no,13054,yes,no,unknown,20,23,7,-1,0,no
12151,33,married,secondary,no,-111,yes,yes,unknown,20,12,3,-1,0,no
12152,46,married,tertiary,no,1489,yes,no,unknown,20,375,5,-1,0,no
12153,39,married,tertiary,no,0,no,no,unknown,20,10,4,-1,0,no
12154,58,married,primary,no,1231,no,no,unknown,20,21,3,-1,0,no
12155,29,single,tertiary,no,507,yes,no,unknown,20,20,33,-1,0,no
12156,53,married,primary,no,4086,no,no,unknown,20,14,3,-1,0,no
12157,43,married,tertiary,no,1451,yes,no,unknown,20,11,12,-1,0,no
12158,42,divorced,tertiary,no,21,yes,no,unknown,20,9,7,-1,0,no
12159,38,divorced,unknown,no,6360,no,no,unknown,20,1409,2,-1,0,yes
12160,56,married,secondary,no,733,yes,no,unknown,20,21,3,-1,0,no
12161,41,married,tertiary,no,2031,yes,no,unknown,20,7,3,-1,0,no
12162,35,married,primary,no,883,yes,yes,unknown,20,18,5,-1,0,no
12163,42,married,secondary,no,525,yes,no,unknown,20,10,6,-1,0,no
12164,56,married,secondary,no,2561,no,no,unknown,20,13,6,-1,0,no
12165,47,married,secondary,no,2394,no,yes,unknown,20,61,2,-1,0,no
12166,37,single,primary,no,3715,yes,no,unknown,20,6,17,-1,0,no
12167,59,single,unknown,no,4639,no,no,unknown,20,24,5,-1,0,no
12168,46,married,secondary,no,2944,no,no,unknown,20,20,5,-1,0,no
12169,47,married,tertiary,no,2155,no,no,unknown,20,178,3,-1,0,no
12170,34,married,secondary,no,2926,yes,no,unknown,20,90,25,-1,0,no
12171,35,single,primary,no,1772,no,no,unknown,20,19,7,-1,0,no
12172,45,married,unknown,no,1783,no,no,unknown,20,11,11,-1,0,no
12173,41,single,unknown,no,387,no,no,unknown,20,114,10,-1,0,no
12174,49,married,tertiary,no,-190,no,no,unknown,20,11,7,-1,0,no
12175,58,divorced,secondary,no,2270,no,no,unknown,20,24,4,-1,0,no
12176,39,married,tertiary,no,122,no,no,unknown,20,44,5,-1,0,no
12177,35,divorced,secondary,yes,-12,no,yes,unknown,20,714,4,-1,0,no
12178,37,single,tertiary,no,1609,no,yes,unknown,20,10,19,-1,0,no
12179,43,married,primary,no,98,no,no,unknown,20,185,4,-1,0,no
12180,40,single,primary,no,1,no,no,unknown,20,18,11,-1,0,no
12181,40,married,secondary,no,260,no,no,unknown,20,197,6,-1,0,no
12182,50,married,tertiary,no,0,no,no,unknown,20,26,4,-1,0,no
12183,40,married,secondary,no,95,no,yes,unknown,20,61,4,-1,0,no
12184,35,married,tertiary,no,2316,no,no,unknown,20,8,3,-1,0,no
12185,45,married,primary,no,-160,yes,no,unknown,20,15,26,-1,0,no
12186,42,married,secondary,no,738,no,no,unknown,20,20,3,-1,0,no
12187,44,single,unknown,no,1239,no,no,unknown,20,39,4,-1,0,no
12188,41,married,secondary,no,1309,no,no,unknown,20,28,4,-1,0,no
12189,33,single,secondary,no,45,no,no,unknown,20,13,12,-1,0,no
12190,30,married,secondary,no,4,no,no,unknown,20,7,2,-1,0,no
12191,26,single,secondary,no,1275,yes,no,unknown,20,18,9,-1,0,no
12192,45,single,tertiary,no,1269,no,no,unknown,20,55,7,-1,0,no
12193,38,married,secondary,no,503,no,no,unknown,20,13,4,-1,0,no
12194,58,single,secondary,no,247,no,yes,unknown,20,66,6,-1,0,no
12195,37,divorced,secondary,no,523,no,no,unknown,20,35,7,-1,0,no
12196,25,single,secondary,no,94,yes,yes,unknown,20,22,16,-1,0,no
12197,47,divorced,tertiary,no,780,no,no,unknown,20,447,2,-1,0,no
12198,52,married,secondary,no,2276,no,no,unknown,20,83,3,-1,0,no
12199,36,married,tertiary,no,425,no,no,unknown,20,11,4,-1,0,no
12200,52,divorced,secondary,no,2816,no,no,unknown,20,492,3,-1,0,no
12201,45,single,tertiary,no,302,yes,no,unknown,20,36,4,-1,0,no
12202,56,married,unknown,no,575,no,no,unknown,20,18,2,-1,0,no
12203,54,married,unknown,no,2508,no,no,unknown,20,34,8,-1,0,no
12204,35,married,secondary,no,344,yes,no,unknown,20,11,18,-1,0,no
12205,36,married,tertiary,no,-718,yes,no,unknown,20,11,20,-1,0,no
12206,48,single,primary,no,0,no,no,unknown,20,9,16,-1,0,no
12207,40,married,primary,no,238,no,no,unknown,20,6,3,-1,0,no
12208,36,single,secondary,no,904,no,no,unknown,20,10,8,-1,0,no
12209,36,married,secondary,no,873,yes,no,unknown,20,44,3,-1,0,no
12210,51,single,tertiary,no,1348,yes,no,unknown,20,9,19,-1,0,no
12211,30,married,tertiary,no,-250,yes,no,unknown,20,11,6,-1,0,no
12212,40,married,secondary,no,67,no,yes,unknown,20,70,5,-1,0,no
12213,47,divorced,secondary,no,18,yes,no,unknown,20,12,24,-1,0,no
12214,46,divorced,tertiary,no,-49,yes,no,unknown,20,10,23,-1,0,no
12215,28,single,secondary,no,-267,yes,no,unknown,20,86,4,-1,0,no
12216,45,married,secondary,no,3492,yes,yes,unknown,20,46,4,-1,0,no
12217,39,single,tertiary,no,861,no,no,unknown,20,32,5,-1,0,no
12218,56,married,unknown,no,778,no,no,unknown,20,32,4,-1,0,no
12219,60,married,primary,no,1472,no,no,unknown,20,36,4,-1,0,no
12220,53,married,unknown,no,-491,yes,no,unknown,20,124,4,-1,0,no
12221,56,married,tertiary,no,5769,no,no,unknown,20,15,3,-1,0,no
12222,51,married,secondary,no,1377,no,no,unknown,20,9,2,-1,0,no
12223,46,married,unknown,no,2115,yes,no,unknown,20,10,3,-1,0,no
12224,45,married,secondary,no,-35,yes,yes,unknown,20,145,24,-1,0,no
12225,39,married,tertiary,no,-218,no,no,unknown,20,8,13,-1,0,no
12226,39,single,secondary,no,10236,no,no,unknown,20,10,3,-1,0,no
12227,45,divorced,tertiary,no,2098,no,no,unknown,20,81,3,-1,0,no
12228,35,married,secondary,no,306,no,no,unknown,20,12,8,-1,0,no
12229,25,single,secondary,no,3856,yes,no,unknown,20,16,28,-1,0,no
12230,40,married,tertiary,no,1558,yes,no,unknown,20,44,15,-1,0,no
12231,40,married,secondary,no,925,yes,yes,unknown,20,22,8,-1,0,no
12232,38,married,secondary,no,0,no,no,unknown,20,152,5,-1,0,no
12233,45,married,secondary,no,736,no,no,unknown,20,13,2,-1,0,no
12234,47,married,secondary,no,0,no,yes,unknown,20,51,2,-1,0,no
12235,57,married,secondary,no,274,no,yes,unknown,20,41,3,-1,0,no
12236,35,divorced,secondary,no,1529,no,no,unknown,20,20,5,-1,0,no
12237,47,married,tertiary,no,866,no,no,unknown,20,7,7,-1,0,no
12238,57,married,secondary,no,573,no,no,unknown,20,53,11,-1,0,no
12239,48,married,primary,no,607,no,no,unknown,20,29,2,-1,0,no
12240,42,married,tertiary,no,-1613,yes,no,unknown,20,9,18,-1,0,no
12241,44,married,primary,no,2657,yes,no,unknown,20,202,2,-1,0,no
12242,36,divorced,secondary,no,1237,yes,no,unknown,20,310,2,-1,0,no
12243,41,single,secondary,no,0,no,no,unknown,20,204,2,-1,0,no
12244,60,married,secondary,no,17339,no,no,unknown,20,50,11,-1,0,no
12245,49,married,secondary,no,4846,no,no,unknown,20,638,9,-1,0,no
12246,45,single,primary,no,112,no,no,unknown,20,298,4,-1,0,no
12247,36,married,tertiary,no,4145,no,no,unknown,20,988,4,-1,0,yes
12248,29,married,secondary,no,1661,yes,no,unknown,23,123,2,-1,0,no
12249,27,single,secondary,yes,-27,no,no,unknown,23,498,2,-1,0,yes
12250,26,single,primary,no,-122,yes,no,unknown,23,670,3,-1,0,yes
12251,26,married,secondary,no,490,yes,no,unknown,23,82,5,-1,0,no
12252,22,single,secondary,no,4659,yes,no,unknown,23,53,4,-1,0,no
12253,25,single,secondary,no,-350,yes,no,unknown,23,95,3,-1,0,no
12254,29,single,secondary,yes,-580,yes,no,unknown,23,123,2,-1,0,no
12255,58,divorced,secondary,no,0,no,no,unknown,23,598,2,-1,0,no
12256,56,divorced,unknown,no,1363,no,no,unknown,23,54,3,-1,0,no
12257,55,married,secondary,no,77,yes,no,unknown,23,364,2,-1,0,no
12258,55,divorced,primary,no,1420,no,no,unknown,23,655,4,-1,0,no
12259,47,married,tertiary,no,2716,no,no,unknown,23,339,4,-1,0,no
12260,43,married,tertiary,no,149,yes,no,unknown,23,662,2,-1,0,yes
12261,46,married,secondary,no,1400,no,no,unknown,23,25,2,-1,0,no
12262,48,single,tertiary,no,940,no,no,unknown,23,216,3,-1,0,no
12263,40,married,tertiary,yes,-1036,yes,yes,unknown,23,41,2,-1,0,no
12264,34,married,secondary,no,1,yes,no,unknown,24,165,5,-1,0,no
12265,42,divorced,tertiary,no,360,yes,no,unknown,24,110,5,-1,0,no
12266,33,single,tertiary,no,350,yes,no,unknown,24,137,5,-1,0,no
12267,36,divorced,tertiary,yes,20,no,yes,unknown,24,62,5,-1,0,no
12268,55,married,tertiary,no,5804,no,no,unknown,24,56,3,-1,0,no
12269,42,married,secondary,no,341,no,no,unknown,24,790,3,-1,0,no
12270,36,married,secondary,no,56,no,no,unknown,24,481,6,-1,0,no
12271,60,married,unknown,no,1046,yes,no,unknown,24,32,3,-1,0,no
12272,44,married,primary,no,107,no,no,unknown,24,183,3,-1,0,no
12273,48,single,secondary,no,2288,no,no,unknown,24,114,4,-1,0,no
12274,50,single,secondary,no,1318,no,yes,unknown,24,146,3,-1,0,no
12275,42,married,primary,no,1343,yes,no,unknown,24,404,3,-1,0,no
12276,25,single,primary,no,52,yes,no,unknown,24,528,2,-1,0,yes
12277,31,married,tertiary,no,1197,yes,no,unknown,24,351,3,-1,0,no
12278,53,married,primary,no,0,no,no,unknown,24,51,8,-1,0,no
12279,53,married,secondary,no,3815,no,no,unknown,24,237,3,-1,0,no
12280,35,married,secondary,no,8652,yes,no,unknown,24,103,6,-1,0,no
12281,53,married,secondary,no,21522,no,no,unknown,24,146,4,-1,0,no
12282,25,single,tertiary,no,0,no,no,unknown,25,347,1,-1,0,no
12283,29,married,secondary,no,214,yes,yes,unknown,25,372,5,-1,0,no
12284,57,single,tertiary,no,711,no,no,unknown,25,411,1,-1,0,no
12285,49,married,primary,no,57,no,yes,unknown,25,151,1,-1,0,no
12286,59,married,tertiary,no,-91,no,no,unknown,25,157,1,-1,0,no
12287,50,married,secondary,no,-253,no,no,unknown,25,43,1,-1,0,no
12288,46,married,secondary,no,25,no,yes,unknown,25,167,2,-1,0,no
12289,50,married,tertiary,no,-94,no,yes,unknown,25,75,1,-1,0,no
12290,58,married,secondary,no,2592,yes,no,unknown,25,249,1,-1,0,no
12291,34,married,secondary,no,1,no,yes,unknown,25,53,1,-1,0,no
12292,47,married,primary,no,-468,no,yes,unknown,25,268,1,-1,0,no
12293,57,married,primary,no,37,no,no,unknown,25,259,2,-1,0,no
12294,51,married,secondary,no,-1136,no,yes,unknown,25,155,1,-1,0,no
12295,34,single,secondary,no,1,no,no,unknown,25,247,1,-1,0,no
12296,47,married,secondary,no,80,no,yes,unknown,25,100,1,-1,0,no
12297,42,married,tertiary,no,-266,no,yes,unknown,25,322,1,-1,0,no
12298,39,divorced,secondary,no,0,yes,yes,unknown,25,93,2,-1,0,no
12299,47,married,secondary,no,-835,yes,yes,unknown,25,231,1,-1,0,no
12300,46,divorced,secondary,no,129,no,no,unknown,25,75,2,-1,0,no
12301,58,divorced,secondary,no,314,no,no,unknown,25,67,2,-1,0,no
12302,42,single,secondary,no,-15,no,no,unknown,25,71,1,-1,0,no
12303,56,married,secondary,no,594,yes,yes,unknown,25,151,1,-1,0,no
12304,40,divorced,unknown,no,0,no,yes,unknown,25,91,2,-1,0,no
12305,31,married,secondary,no,3242,no,no,unknown,25,292,2,-1,0,no
12306,29,divorced,secondary,no,0,yes,no,unknown,25,281,3,-1,0,no
12307,42,single,tertiary,no,433,yes,no,unknown,25,375,2,-1,0,no
12308,43,married,primary,no,720,no,no,unknown,25,168,8,-1,0,no
12309,38,married,secondary,no,-140,no,no,unknown,25,456,3,-1,0,no
12310,45,married,secondary,no,400,yes,yes,unknown,25,103,5,-1,0,no
12311,41,married,primary,no,381,no,no,unknown,25,305,4,-1,0,no
12312,29,single,tertiary,no,42,yes,no,unknown,26,91,4,-1,0,no
12313,47,divorced,secondary,yes,0,no,yes,unknown,26,622,3,-1,0,no
12314,37,single,tertiary,no,3759,no,no,unknown,26,650,2,-1,0,no
12315,40,married,secondary,no,0,no,yes,unknown,26,178,2,-1,0,no
12316,34,married,secondary,no,0,no,yes,unknown,26,465,2,-1,0,no
12317,50,married,secondary,no,0,yes,yes,unknown,26,626,2,-1,0,no
12318,36,married,secondary,no,74,yes,no,unknown,26,322,2,-1,0,no
12319,32,married,secondary,no,159,no,yes,unknown,26,177,1,-1,0,no
12320,27,married,tertiary,no,335,yes,no,unknown,26,519,3,-1,0,yes
12321,32,single,tertiary,no,328,yes,yes,unknown,26,271,1,-1,0,no
12322,60,divorced,tertiary,no,1349,no,yes,unknown,26,198,2,-1,0,no
12323,30,married,tertiary,no,526,yes,yes,unknown,26,677,3,-1,0,yes
12324,52,married,secondary,no,-1,no,yes,unknown,26,138,3,-1,0,no
12325,57,married,secondary,no,35,no,yes,unknown,26,215,3,-1,0,no
12326,48,married,secondary,no,341,yes,yes,unknown,26,251,3,-1,0,no
12327,28,married,primary,no,702,yes,no,unknown,26,318,2,-1,0,no
12328,49,divorced,secondary,no,-53,yes,yes,unknown,26,253,1,-1,0,no
12329,43,divorced,tertiary,no,2279,no,yes,unknown,26,344,1,-1,0,no
12330,28,single,tertiary,no,282,yes,no,unknown,26,301,4,-1,0,no
12331,44,married,secondary,no,-153,no,yes,unknown,26,197,1,-1,0,no
12332,36,married,secondary,no,2103,no,yes,unknown,26,71,1,-1,0,no
12333,42,married,secondary,no,160,yes,yes,unknown,26,190,1,-1,0,no
12334,52,married,secondary,no,192,no,yes,unknown,26,93,1,-1,0,no
12335,30,single,secondary,no,1881,no,yes,unknown,26,29,1,-1,0,no
12336,54,single,secondary,no,8289,no,no,unknown,26,133,2,-1,0,no
12337,46,married,tertiary,no,157,no,no,unknown,26,150,1,-1,0,no
12338,22,married,secondary,no,-295,yes,no,unknown,26,150,2,-1,0,no
12339,41,divorced,secondary,no,303,no,no,unknown,26,182,2,-1,0,no
12340,36,single,primary,no,367,no,no,unknown,26,277,1,-1,0,no
12341,28,married,secondary,no,196,yes,no,unknown,26,176,7,-1,0,no
12342,25,single,secondary,no,681,yes,no,unknown,26,105,3,-1,0,no
12343,51,married,secondary,no,0,no,yes,unknown,26,565,3,-1,0,no
12344,45,married,primary,no,71,no,no,unknown,26,138,2,-1,0,no
12345,26,single,secondary,no,-266,no,yes,unknown,26,667,3,-1,0,no
12346,55,married,primary,no,43,no,yes,unknown,26,464,3,-1,0,no
12347,28,single,secondary,no,-7,no,yes,unknown,26,3183,2,-1,0,yes
12348,32,single,secondary,yes,130,no,no,unknown,26,406,2,-1,0,no
12349,35,married,tertiary,no,24,yes,no,unknown,26,243,2,-1,0,no
12350,40,married,secondary,no,72,yes,no,unknown,26,110,3,-1,0,no
12351,55,married,secondary,no,6207,yes,no,unknown,26,113,5,-1,0,no
12352,55,married,tertiary,no,625,no,no,unknown,26,48,4,-1,0,no
12353,47,married,secondary,no,0,no,no,unknown,26,174,8,-1,0,no
12354,35,single,tertiary,no,4294,no,no,unknown,26,529,4,-1,0,no
12355,25,single,primary,no,6100,yes,no,unknown,26,45,2,-1,0,no
12356,34,married,primary,no,5299,yes,no,unknown,26,75,5,-1,0,no
12357,27,married,primary,no,-413,no,yes,unknown,27,422,6,-1,0,yes
12358,32,married,secondary,no,187,no,yes,unknown,27,381,3,-1,0,no
12359,32,divorced,secondary,no,-241,no,yes,unknown,27,856,2,-1,0,yes
12360,47,married,secondary,no,1160,yes,no,unknown,27,59,4,-1,0,no
12361,44,married,secondary,no,-618,no,yes,unknown,27,198,2,-1,0,no
12362,27,married,secondary,no,594,yes,no,unknown,27,433,4,-1,0,no
12363,53,married,primary,no,931,no,no,unknown,27,159,2,-1,0,no
12364,30,single,secondary,no,1487,no,yes,unknown,27,207,3,-1,0,no
12365,32,divorced,unknown,no,291,yes,yes,unknown,27,120,6,-1,0,no
12366,29,married,tertiary,no,-722,no,yes,unknown,27,121,4,-1,0,no
12367,57,married,secondary,no,-418,no,yes,unknown,27,95,1,-1,0,no
12368,30,married,primary,no,62,no,no,unknown,27,213,1,-1,0,no
12369,32,married,primary,no,7,no,yes,unknown,27,110,1,-1,0,no
12370,53,married,primary,no,0,no,yes,unknown,27,747,1,-1,0,no
12371,26,married,secondary,no,1128,yes,yes,unknown,27,111,3,-1,0,no
12372,21,single,secondary,no,820,yes,no,unknown,27,302,2,-1,0,no
12373,43,married,tertiary,no,544,yes,no,unknown,27,154,6,-1,0,no
12374,57,married,primary,no,85,no,no,unknown,27,194,1,-1,0,no
12375,50,married,tertiary,no,877,no,yes,unknown,27,181,1,-1,0,no
12376,55,married,primary,no,2,no,no,unknown,27,392,4,-1,0,no
12377,58,married,primary,no,65,no,no,unknown,27,162,1,-1,0,no
12378,25,single,unknown,no,373,yes,no,unknown,27,634,2,-1,0,no
12379,57,married,primary,no,-238,no,no,unknown,27,79,1,-1,0,no
12380,30,married,secondary,no,1131,yes,yes,unknown,27,148,5,-1,0,no
12381,39,married,secondary,no,0,no,yes,unknown,27,103,1,-1,0,no
12382,55,single,primary,no,700,no,yes,unknown,27,141,1,-1,0,no
12383,56,married,tertiary,no,382,no,no,unknown,27,244,2,-1,0,no
12384,33,single,primary,no,837,yes,no,unknown,27,250,8,-1,0,no
12385,54,divorced,secondary,no,255,yes,no,unknown,27,140,2,-1,0,no
12386,49,married,secondary,yes,-1680,yes,yes,unknown,27,92,4,-1,0,no
12387,28,married,secondary,no,4,yes,no,unknown,27,133,5,-1,0,no
12388,46,married,secondary,no,4,yes,yes,unknown,27,216,1,-1,0,no
12389,51,married,tertiary,no,84,no,yes,unknown,27,269,1,-1,0,no
12390,42,divorced,secondary,no,23,no,yes,unknown,27,397,1,-1,0,no
12391,60,divorced,primary,no,95,no,yes,unknown,27,244,1,-1,0,no
12392,31,married,primary,no,-423,yes,yes,unknown,27,135,2,-1,0,no
12393,34,married,secondary,no,2019,yes,yes,unknown,27,102,1,-1,0,no
12394,29,single,secondary,no,11,no,no,unknown,27,326,1,-1,0,no
12395,51,married,secondary,no,144,no,yes,unknown,27,153,2,-1,0,no
12396,60,married,secondary,no,78,no,yes,unknown,27,151,2,-1,0,no
12397,60,married,primary,no,109,no,no,unknown,27,349,5,-1,0,no
12398,56,married,primary,no,0,no,no,unknown,27,291,2,-1,0,no
12399,52,single,secondary,no,2430,yes,yes,unknown,27,185,3,-1,0,no
12400,41,divorced,secondary,no,2970,no,yes,unknown,27,169,2,-1,0,no
12401,24,single,secondary,no,11,yes,no,unknown,27,114,4,-1,0,no
12402,55,married,primary,no,-79,no,yes,unknown,27,293,3,-1,0,no
12403,34,single,secondary,no,-478,yes,yes,unknown,27,111,4,-1,0,no
12404,36,married,secondary,no,283,yes,yes,unknown,27,56,2,-1,0,no
12405,34,divorced,secondary,no,89,yes,no,unknown,27,101,5,-1,0,no
12406,24,single,secondary,no,653,yes,no,unknown,27,247,3,-1,0,no
12407,37,married,tertiary,no,597,no,yes,unknown,30,96,3,-1,0,no
12408,40,married,secondary,no,59,yes,no,unknown,30,322,3,-1,0,no
12409,39,married,primary,no,324,yes,no,unknown,30,182,4,-1,0,no
12410,34,married,secondary,yes,-868,yes,no,unknown,30,198,2,-1,0,no
12411,52,married,primary,no,798,yes,no,unknown,30,123,2,-1,0,no
12412,56,married,tertiary,no,-65,yes,no,unknown,30,45,2,-1,0,no
12413,27,married,secondary,no,511,yes,no,unknown,30,85,5,-1,0,no
12414,41,married,primary,no,509,yes,no,unknown,30,146,3,-1,0,no
12415,36,single,tertiary,no,2239,yes,yes,unknown,30,93,3,-1,0,no
12416,49,divorced,secondary,no,2169,yes,no,unknown,30,54,3,-1,0,no
12417,26,single,secondary,no,-72,yes,no,unknown,30,82,9,-1,0,no
12418,42,divorced,primary,no,145,no,yes,unknown,30,27,3,-1,0,no
12419,51,married,primary,no,-101,yes,yes,unknown,30,60,3,-1,0,no
12420,37,divorced,secondary,no,1309,no,yes,unknown,30,124,2,-1,0,no
12421,49,married,secondary,no,12,no,no,unknown,30,217,2,-1,0,no
12422,50,married,secondary,no,3988,no,no,unknown,30,165,4,-1,0,no
12423,28,single,secondary,no,-395,yes,no,unknown,30,141,4,-1,0,no
12424,35,married,tertiary,no,1526,yes,no,unknown,30,138,4,-1,0,no
12425,47,married,secondary,no,323,no,no,unknown,30,385,1,-1,0,no
12426,33,married,secondary,no,740,no,yes,unknown,30,266,3,-1,0,no
12427,45,married,secondary,yes,624,no,yes,unknown,30,50,1,-1,0,no
12428,38,single,primary,no,116,no,yes,unknown,30,203,1,-1,0,no
12429,34,married,secondary,no,0,yes,no,unknown,30,780,3,-1,0,no
12430,49,married,primary,no,230,no,yes,unknown,30,176,1,-1,0,no
12431,37,married,tertiary,no,0,no,yes,unknown,30,202,1,-1,0,no
12432,45,single,secondary,no,-342,no,yes,unknown,30,158,1,-1,0,no
12433,44,married,secondary,yes,0,no,yes,unknown,30,76,3,-1,0,no
12434,33,married,primary,no,276,no,no,unknown,30,224,2,-1,0,no
12435,55,married,tertiary,no,0,no,no,unknown,30,111,2,-1,0,no
12436,56,married,tertiary,no,3082,yes,yes,unknown,30,444,3,-1,0,no
12437,40,married,secondary,no,220,yes,no,unknown,30,69,3,-1,0,no
12438,27,single,primary,no,1128,yes,no,unknown,30,88,4,-1,0,no
12439,57,married,secondary,no,0,no,yes,unknown,30,104,2,-1,0,no
12440,39,married,secondary,no,-54,yes,yes,unknown,30,252,4,-1,0,no
12441,49,married,secondary,no,2062,no,no,unknown,30,132,4,-1,0,no
12442,34,single,secondary,no,66,no,yes,unknown,30,450,2,-1,0,no
12443,59,married,secondary,yes,49,no,yes,unknown,1,602,4,-1,0,no
12444,41,married,secondary,no,138,yes,no,unknown,1,136,3,-1,0,no
12445,30,married,secondary,no,365,no,no,unknown,1,381,4,-1,0,no
12446,44,single,tertiary,no,10,no,no,unknown,1,158,2,-1,0,no
12447,41,single,secondary,no,75,yes,no,unknown,1,479,9,-1,0,yes
12448,31,married,secondary,no,652,no,yes,unknown,1,281,3,-1,0,no
12449,49,married,tertiary,no,503,no,no,unknown,1,297,2,-1,0,no
12450,35,married,secondary,no,251,yes,yes,unknown,1,128,3,-1,0,no
12451,39,married,secondary,no,971,yes,yes,unknown,1,471,3,-1,0,no
12452,51,divorced,secondary,no,-20,no,no,unknown,1,58,1,-1,0,no
12453,39,single,secondary,no,-106,no,no,unknown,1,60,4,-1,0,no
12454,35,married,secondary,no,871,yes,no,unknown,1,108,1,-1,0,no
12455,54,married,secondary,no,9,no,yes,unknown,1,140,1,-1,0,no
12456,59,married,secondary,no,0,no,no,unknown,1,249,1,-1,0,no
12457,57,married,primary,no,53,no,no,unknown,1,215,3,-1,0,no
12458,39,divorced,primary,no,3,no,yes,unknown,1,625,1,-1,0,no
12459,29,single,unknown,no,33,no,no,unknown,1,161,1,-1,0,no
